1 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
2 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
3 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
4 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
4 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
4 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
4 , landmark , 3 , 24.5882 , 0.23998 , 1 , 0 , 364.7563
4 , landmark , 4 , 3.1345 , 1.2435 , 1 , 0 , 364.7563
5 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
6 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
7 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
8 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
9 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
10 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
11 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
12 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
13 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
13 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
13 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
13 , landmark , 3 , 24.5932 , 0.23998 , 1 , 0 , 364.7563
13 , landmark , 4 , 3.1395 , 1.2435 , 1 , 0 , 364.7563
14 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
15 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
16 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
17 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
18 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
19 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
20 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
21 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
21 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
21 , landmark , 2 , 12.7353 , -0.21817 , 1 , 0 , 364.7563
21 , landmark , 3 , 24.5784 , 0.23998 , 1 , 0 , 364.7563
21 , landmark , 4 , 3.1445 , 1.2435 , 1 , 0 , 364.7563
22 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
23 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
24 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
25 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
26 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
27 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
28 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
29 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
30 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
30 , landmark , 1 , 20.4721 , -0.68504 , 1 , 0 , 364.7563
30 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
30 , landmark , 3 , 24.5834 , 0.23998 , 1 , 0 , 364.7563
30 , landmark , 4 , 3.1446 , 1.2435 , 1 , 0 , 364.7563
31 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
32 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
33 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
34 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
35 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
36 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
37 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
38 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
38 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
38 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
38 , landmark , 3 , 24.5834 , 0.23998 , 1 , 0 , 364.7563
38 , landmark , 4 , 3.1345 , 1.2435 , 1 , 0 , 364.7563
39 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
40 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
41 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
42 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
43 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
44 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
45 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
46 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
47 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
47 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
47 , landmark , 2 , 12.7554 , -0.21817 , 1 , 0 , 364.7563
47 , landmark , 3 , 24.5932 , 0.23998 , 1 , 0 , 364.7563
47 , landmark , 4 , 3.1395 , 1.2435 , 1 , 0 , 364.7563
48 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
49 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
50 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
51 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
52 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
53 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
54 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
55 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
55 , landmark , 1 , 20.4671 , -0.68504 , 1 , 0 , 364.7563
55 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
55 , landmark , 3 , 24.5985 , 0.23998 , 1 , 0 , 364.7563
55 , landmark , 4 , 3.1445 , 1.2435 , 1 , 0 , 364.7563
56 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
57 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
58 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
59 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
60 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
61 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
62 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
63 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
64 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
64 , landmark , 1 , 20.4721 , -0.68504 , 1 , 0 , 364.7563
64 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
64 , landmark , 3 , 24.5933 , 0.23998 , 1 , 0 , 364.7563
64 , landmark , 4 , 3.1445 , 1.2435 , 1 , 0 , 364.7563
65 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
66 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
67 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
68 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
69 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
70 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
71 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
72 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
73 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
73 , landmark , 1 , 20.4772 , -0.68504 , 1 , 0 , 364.7563
73 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
73 , landmark , 3 , 24.5883 , 0.23998 , 1 , 0 , 364.7563
73 , landmark , 4 , 3.1446 , 1.2435 , 1 , 0 , 364.7563
74 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
75 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
76 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
77 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
78 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
79 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
80 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
81 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
81 , landmark , 1 , 20.4772 , -0.68504 , 1 , 0 , 364.7563
81 , landmark , 2 , 12.7454 , -0.21817 , 1 , 0 , 364.7563
81 , landmark , 3 , 24.5934 , 0.23998 , 1 , 0 , 364.7563
81 , landmark , 4 , 3.1395 , 1.2435 , 1 , 0 , 364.7563
82 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
83 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
84 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
85 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
86 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
87 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
88 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
89 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
90 , odometry , 0 , 0 , 0 , 0.99751 , 1 , 1
90 , landmark , 1 , 20.4772 , -0.68504 , 1 , 0 , 364.7563
